City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Luderitz,NA,2021-04-19 01:04:58,-26.6481,15.1594,73.6,46,9,4.5
262,Krutinka,RU,2021-04-19 01:08:44,56.0055,71.5113,15.71,56,30,14.43
263,Berlevag,NO,2021-04-19 01:08:45,70.8578,29.0864,35.26,83,95,16.24
264,Los Andes,CL,2021-04-19 01:08:45,-32.8337,-70.5983,71.01,72,0,4.61
265,Alice,US,2021-04-19 01:08:46,27.7523,-98.0697,68.0,55,90,7.43
266,Oranjemund,NA,2021-04-19 01:08:46,-28.55,16.4333,66.99,64,65,3.31
267,Boulder City,US,2021-04-19 01:08:46,35.9786,-114.8325,77.0,5,1,10.36
268,Wencheng,CN,2021-04-19 01:08:47,33.0559,113.7978,64.69,50,0,3.87
269,Kobayashi,JP,2021-04-19 01:08:47,31.9833,130.9833,60.8,54,0,8.05
270,New Glasgow,CA,2021-04-19 01:07:45,45.5834,-62.6486,35.6,100,100,28.77
271,Saint George,US,2021-04-19 01:08:48,37.1041,-113.5841,73.99,7,1,5.95
272,Ridgecrest,US,2021-04-19 01:07:45,35.6225,-117.6709,80.6,2,1,9.22
273,Capaci,IT,2021-04-19 01:08:49,38.1711,13.2393,51.8,82,75,18.41
274,Hornepayne,CA,2021-04-19 01:08:49,49.2138,-84.7705,40.98,59,100,3.06
275,Inyonga,TZ,2021-04-19 01:08:49,-6.7167,32.0667,60.21,95,34,4.97
276,Romny,UA,2021-04-19 01:08:50,50.751,33.4747,39.24,91,76,5.93
277,Katherine,AU,2021-04-19 01:08:50,-14.4667,132.2667,82.4,30,0,12.66
278,Kaffrine,SN,2021-04-19 01:08:50,14.1059,-15.5508,86.0,42,0,18.41
279,Ushtobe,KZ,2021-04-19 01:08:51,45.2514,77.9838,56.75,60,44,12.46
280,Hearst,CA,2021-04-19 01:08:51,49.6835,-83.6665,50.0,29,100,3.44
281,Iqaluit,CA,2021-04-19 01:04:46,63.7506,-68.5145,17.6,73,75,4.61
282,Puksoozero,RU,2021-04-19 01:08:52,62.5903,40.6066,28.58,74,7,3.87
